Named Range,Sheet,Cell,Reference
N1Parcel9ExcessAcres,Site,$AK$41,Site!$AK$41
N1Parcel9ExcessHectares,Site,$AK$56,Site!$AK$56
N1Parcel9ExcessLandComments,Site,$AK$60,Site!$AK$60
N1Parcel9ExcessSF,Site,$AK$40,Site!$AK$40
N1Parcel9ExcessSquareMeters,Site,$AK$57,Site!$AK$57
N1Parcel9FEMAMapDate,Site,$AK$99,Site!$AK$99
N1Parcel9FEMAMapNumber,Site,$AK$98,Site!$AK$98
N1Parcel9FloodZone,Site,$AK$100,Site!$AK$100
N1Parcel9FloodZoneArea,Site,$AK$102,Site!$AK$102
N1Parcel9FloodZoneComments,Site,$AK$103,Site!$AK$103
N1Parcel9FloodZoneIsIsNot,Site,$AK$101,Site!$AK$101
N1Parcel9Gas,Site,$AK$119,Site!$AK$119
N1Parcel9HBUSite,Site,$AK$25,Site!$AK$25
N1Parcel9HBUSiteComment,Site,$AK$26,Site!$AK$26
N1Parcel9Hectares,Site,$AK$54,Site!$AK$54
N1Parcel9ID,Site,$AK$20,Site!$AK$20
N1Parcel9IrrigationWater,Site,$AK$122,Site!$AK$122
N1Parcel9IrrigationWaterDescription,Site,$AK$123,Site!$AK$123
N1Parcel9Landscaping,Site,$AK$91,Site!$AK$91
N1Parcel9Latitude,Site,$AK$35,Site!$AK$35
N1Parcel9LegalDescription,Site,$AK$33,Site!$AK$33
N1Parcel9Location,Site,$AK$21,Site!$AK$21
N1Parcel9Longitude,Site,$AK$36,Site!$AK$36
N1Parcel9PrimaryFrontageStreetName,Site,$AK$67,Site!$AK$67
N1Parcel9PrimaryStreetFrontage,Site,$AK$71,Site!$AK$71
N1Parcel9PrimaryStreetFrontageMeters,Site,$AK$78,Site!$AK$78
N1Parcel9ProposedUse,Site,$AK$24,Site!$AK$24
N1Parcel9RailAccess,Site,$AK$124,Site!$AK$124
N1Parcel9SecondaryFrontageStreetName,Site,$AK$68,Site!$AK$68
N1Parcel9SecondaryStreetFrontage,Site,$AK$72,Site!$AK$72
N1Parcel9SecondaryStreetFrontageMeters,Site,$AK$79,Site!$AK$79
N1Parcel9Sewer,Site,$AK$118,Site!$AK$118
N1Parcel9SF,Site,$AK$38,Site!$AK$38
N1Parcel9Shape,Site,$AK$95,Site!$AK$95
N1Parcel9Sidewalk,Site,$AK$87,Site!$AK$87
N1Parcel9SoilConditions,Site,$AK$96,Site!$AK$96
N1Parcel9SquareMeters,Site,$AK$55,Site!$AK$55
N1Parcel9StreetLights,Site,$AK$86,Site!$AK$86
N1Parcel9Topography,Site,$AK$93,Site!$AK$93
N1Parcel9TrafficCount,Site,$AK$29,Site!$AK$29
N1Parcel9TrafficCountYear,Site,$AK$32,Site!$AK$32
N1Parcel9UndergroundUtilities,Site,$AK$121,Site!$AK$121
N1Parcel9UnitApprovedorZoned,Site,$AK$64,Site!$AK$64
N1Parcel9Units,Site,$AK$62,Site!$AK$62
N1Parcel9UnitType,Site,$AK$63,Site!$AK$63
N1Parcel9UsableAcres,Site,$AK$43,Site!$AK$43
N1Parcel9UsableHectares,Site,$AK$58,Site!$AK$58
N1Parcel9UsableLandComments,Site,$AK$61,Site!$AK$61
N1Parcel9UsableSF,Site,$AK$42,Site!$AK$42
N1Parcel9UsableSquareMeters,Site,$AK$59,Site!$AK$59
N1Parcel9UtilitesAdequacy,Site,$AK$115,Site!$AK$115
N1Parcel9View,Site,$AK$83,Site!$AK$83
N1Parcel9Visibility,Site,$AK$85,Site!$AK$85
N1Parcel9Water,Site,$AK$117,Site!$AK$117
N1Parcel9WaterFrontage,Site,$AK$75,Site!$AK$75
N1Parcel9WaterFrontageMeters,Site,$AK$81,Site!$AK$81
N1Parcel9WetlandsWatershedComments,Site,$AK$112,Site!$AK$112
N1ParcelsTotalAcres,Site,$AB$39,Site!$AB$39
N1ParcelsTotalEffectiveWaterFrontage,Site,$AB$76,Site!$AB$76
N1ParcelsTotalEffectiveWaterFrontageMeters,Site,$AB$82,Site!$AB$82
N1ParcelsTotalExcessAcres,Site,$AB$41,Site!$AB$41
N1ParcelsTotalExcessHectares,Site,$AB$56,Site!$AB$56
N1ParcelsTotalExcessSF,Site,$AB$40,Site!$AB$40
N1ParcelsTotalExcessSquareMeters,Site,$AB$57,Site!$AB$57
N1ParcelsTotalHectares,Site,$AB$54,Site!$AB$54
N1ParcelsTotalPrimaryStreetFrontage,Site,$AB$71,Site!$AB$71
N1ParcelsTotalPrimaryStreetFrontageMeters,Site,$AB$78,Site!$AB$78
N1ParcelsTotalSecondaryStreetFrontage,Site,$AB$72,Site!$AB$72
N1ParcelsTotalSecondaryStreetFrontageMeters,Site,$AB$79,Site!$AB$79
N1ParcelsTotalSF,Site,$AB$38,Site!$AB$38
N1ParcelsTotalSquareMeters,Site,$AB$55,Site!$AB$55
N1ParcelsTotalUnits,Site,$AB$62,Site!$AB$62
N1ParcelsTotalUsableAcres,Site,$AB$43,Site!$AB$43
N1ParcelsTotalUsableHectares,Site,$AB$58,Site!$AB$58
N1ParcelsTotalUsableSF,Site,$AB$42,Site!$AB$42
N1ParcelsTotalUsableSquareMeters,Site,$AB$59,Site!$AB$59
N1ParcelsTotalWaterFrontage,Site,$AB$75,Site!$AB$75
N1ParcelsTotalWaterFrontageMeters,Site,$AB$81,Site!$AB$81
N1Parking_Adequacy,Improvements,$AB$43,Improvements!$AB$43
N1PayRollExpense,Expense Grid,$BS$713:$BY$735,'Expense Grid'!$BS$713:$BY$735
N1PayrollTaxesAndHealthBenefitsExpense,Expense Grid,$BS$687:$BY$709,'Expense Grid'!$BS$687:$BY$709
N1PerCapitaConsumerSpendDisplayTable,Market Area,$AP$456:$AX$472,'Market Area'!$AP$456:$AX$472
N1PercentComplete,File Info,$I$19,'File Info'!$I$19
N1PermanentStructures,Cost,$T$207:$Z$228,Cost!$T$207:$Z$228
N1PGI,Capitalization and Multipliers,$J$66,'Capitalization and Multipliers'!$J$66
N1PopulationByAgeDisplayTable,Market Area,$AP$251:$AX$266,'Market Area'!$AP$251:$AX$266
N1PopulationChart,Market Area,$AP$224:$AX$248,'Market Area'!$AP$224:$AX$248
N1PopulationDistributionByAgeChart,Market Area,$AP$269:$AX$293,'Market Area'!$AP$269:$AX$293
N1Premise1,"Dates, Premises",$F$23,"'Dates, Premises'!$F$23"
N1Premise10,"Dates, Premises",$F$32,"'Dates, Premises'!$F$32"
N1Premise10ValueConclusion,Values,$K$81,Values!$K$81
N1Premise2,"Dates, Premises",$F$24,"'Dates, Premises'!$F$24"
N1Premise3,"Dates, Premises",$F$25,"'Dates, Premises'!$F$25"
N1Premise4,"Dates, Premises",$F$26,"'Dates, Premises'!$F$26"
N1Premise4ValueConclusion,Values,$K$75,Values!$K$75
N1Premise5,"Dates, Premises",$F$27,"'Dates, Premises'!$F$27"
N1Premise5ValueConclusion,Values,$K$76,Values!$K$76
N1Premise6,"Dates, Premises",$F$28,"'Dates, Premises'!$F$28"
N1Premise6ValueConclusion,Values,$K$77,Values!$K$77
N1Premise7,"Dates, Premises",$F$29,"'Dates, Premises'!$F$29"
N1Premise7ValueConclusion,Values,$K$78,Values!$K$78
N1Premise8,"Dates, Premises",$F$30,"'Dates, Premises'!$F$30"
N1Premise8ValueConclusion,Values,$K$79,Values!$K$79
N1Premise9,"Dates, Premises",$F$31,"'Dates, Premises'!$F$31"
N1Premise9ValueConclusion,Values,$K$80,Values!$K$80
N1PreviousSalesComments,"Contracts, History",$G$30,"'Contracts, History'!$G$30"
N1Price,"Contracts, History",$G$15,"'Contracts, History'!$G$15"
N1PriorServices,"Dates, Premises",$I$61,"'Dates, Premises'!$I$61"
N1ProfessionalServices,Expense Grid,$BS$555:$BY$577,'Expense Grid'!$BS$555:$BY$577
N1ProjectNotes,File Info,$I$25,'File Info'!$I$25
N1PropertyContactCompany,File Info,$I$242,'File Info'!$I$242
N1PropertyContactRole,File Info,$I$240,'File Info'!$I$240
N1PropertyContactSalutation,File Info,$I$244,'File Info'!$I$244
N1PropertyInspectionTable,File Info,$T$500:$X$505,'File Info'!$T$500:$X$505
N1PropertyMajorType,File Info,$I$100,'File Info'!$I$100
N1PropertyName,File Info,$I$87,'File Info'!$I$87
N1PropertyRights,"Contracts, History",$G$21,"'Contracts, History'!$G$21"
N1PropertyType,File Info,$I$102,'File Info'!$I$102
N1RA,Improvements,$AA$96,Improvements!$AA$96
N1RASqMeters,Improvements,$AA$99,Improvements!$AA$99
N1RentRoll,Rent Roll,$M$47:$AL$154,'Rent Roll'!$M$47:$AL$154
N1RentRollCommercialOccupancy,Rent Roll,$EH$380:$EN$425,'Rent Roll'!$EH$380:$EN$425
N1RentRollLeaseExpirations,Rent Roll,$GO$648:$GS$660,'Rent Roll'!$GO$648:$GS$660
N1RentRollMajorTenants,Rent Roll,$GC$625:$GH$638,'Rent Roll'!$GC$625:$GH$638
N1RentRollMarketRentBySpaceType,Rent Roll,$DM$317:$DR$338,'Rent Roll'!$DM$317:$DR$338
N1RentRollMarketRentByUnitType,Rent Roll,$DM$342:$DR$364,'Rent Roll'!$DM$342:$DR$364
N1RentRollOccupancy,Rent Roll,$EH$379:$ER$425,'Rent Roll'!$EH$379:$ER$425
N1RentRollPotentialGrossIncome,Rent Roll,$GY$725:$HG$792,'Rent Roll'!$GY$725:$HG$792
N1RentRollPotentialGrossIncomeOccupiedSpace,Rent Roll,$GY$725:$HG$754,'Rent Roll'!$GY$725:$HG$754
N1RentRollPotentialGrossIncomeSummary,Rent Roll,$GY$786:$HF$792,'Rent Roll'!$GY$786:$HF$792
N1RentRollPotentialGrossIncomeVacantSpace,Rent Roll,$GY$758:$HF$784,'Rent Roll'!$GY$758:$HF$784
N1RentRollRecentLeaseCutOffDate,Rent Roll,$FE$461,'Rent Roll'!$FE$461
N1RentRollRecentLeases,Rent Roll,$FB$463:$FI$476,'Rent Roll'!$FB$463:$FI$476
N1RentRollRecentMFLeases,Rent Roll,$FB$548:$FG$561,'Rent Roll'!$FB$548:$FG$561
N1RentRollRecentMultiFamilyLeaseCutOffDate,Rent Roll,$FD$546,'Rent Roll'!$FD$546
N1RentRollRentRange,Rent Roll,$FP$568:$FU$589,'Rent Roll'!$FP$568:$FU$589
N1RentRollStabilizationAdjustment,Rent Roll,$JS$1046,'Rent Roll'!$JS$1046
N1RentRollStabilizationCalculations,Rent Roll,$JQ$1027:$JW$1048,'Rent Roll'!$JQ$1027:$JW$1048
N1RentRollStabilizationDiscountRate,Rent Roll,$JS$1044,'Rent Roll'!$JS$1044
N1RentRollUnitLeaseExpirations,Rent Roll,$GO$681:$GS$693,'Rent Roll'!$GO$681:$GS$693
N1RentRollUnitRentRange,Rent Roll,$FP$593:$FV$614,'Rent Roll'!$FP$593:$FV$614
N1RepairsAndMaintenanceExpense,Expense Grid,$BS$450:$BY$472,'Expense Grid'!$BS$450:$BY$472
N1ReportDate,"Dates, Premises",$I$13,"'Dates, Premises'!$I$13"
N1ReportDatesTable,Summary,$F$70:$H$81,Summary!$F$70:$H$81
N1ReportFormat,Scope,$H$28,Scope!$H$28
N1ReportType,Scope,$H$26,Scope!$H$26
N1ReportTypeDescription,Scope,$H$30,Scope!$H$30
N1ReserveExpense,Expense Grid,$BS$922:$BY$944,'Expense Grid'!$BS$922:$BY$944
N1RetainerFee,File Info,$I$42,'File Info'!$I$42
N1ReturnMetricsSummaryTable,CashFlow-Returns,$E$32:$F$64,'CashFlow-Returns'!$E$32:$F$64
N1ReturnSummaryTable,CashFlow-Returns,$E$16:$Q$31,'CashFlow-Returns'!$E$16:$Q$31
N1RoadsAndGroundsExpense,Expense Grid,$BS$765:$BY$787,'Expense Grid'!$BS$765:$BY$787
N1SaleComp10AdjSentence1,Sales Grid,$BN$427,'Sales Grid'!$BN$427
N1SaleComp10AdjSentence2,Sales Grid,$BN$429,'Sales Grid'!$BN$429
N1SaleComp10AdjSentence3,Sales Grid,$BN$450,'Sales Grid'!$BN$450
N1SaleComp1AdjSentence1,Sales Grid,$BN$184,'Sales Grid'!$BN$184
N1SaleComp1AdjSentence2,Sales Grid,$BN$186,'Sales Grid'!$BN$186
N1SaleComp1AdjSentence3,Sales Grid,$BN$207,'Sales Grid'!$BN$207
N1SaleComp2AdjSentence1,Sales Grid,$BN$211,'Sales Grid'!$BN$211
N1SaleComp2AdjSentence2,Sales Grid,$BN$213,'Sales Grid'!$BN$213
N1SaleComp2AdjSentence3,Sales Grid,$BN$234,'Sales Grid'!$BN$234
N1SaleComp3AdjSentence1,Sales Grid,$BN$238,'Sales Grid'!$BN$238
N1SaleComp3AdjSentence2,Sales Grid,$BN$240,'Sales Grid'!$BN$240
N1SaleComp3AdjSentence3,Sales Grid,$BN$261,'Sales Grid'!$BN$261
N1SaleComp4AdjSentence1,Sales Grid,$BN$265,'Sales Grid'!$BN$265
N1SaleComp4AdjSentence2,Sales Grid,$BN$267,'Sales Grid'!$BN$267
N1SaleComp4AdjSentence3,Sales Grid,$BN$288,'Sales Grid'!$BN$288
N1SaleComp5AdjSentence1,Sales Grid,$BN$292,'Sales Grid'!$BN$292
N1SaleComp5AdjSentence2,Sales Grid,$BN$294,'Sales Grid'!$BN$294
N1SaleComp5AdjSentence3,Sales Grid,$BN$315,'Sales Grid'!$BN$315
N1SaleComp6AdjSentence1,Sales Grid,$BN$319,'Sales Grid'!$BN$319
N1SaleComp6AdjSentence2,Sales Grid,$BN$321,'Sales Grid'!$BN$321
N1SaleComp6AdjSentence3,Sales Grid,$BN$342,'Sales Grid'!$BN$342
N1SaleComp7AdjSentence1,Sales Grid,$BN$346,'Sales Grid'!$BN$346
N1SaleComp7AdjSentence2,Sales Grid,$BN$348,'Sales Grid'!$BN$348
N1SaleComp7AdjSentence3,Sales Grid,$BN$369,'Sales Grid'!$BN$369
N1SaleComp8AdjSentence1,Sales Grid,$BN$373,'Sales Grid'!$BN$373
N1SaleComp8AdjSentence2,Sales Grid,$BN$375,'Sales Grid'!$BN$375
N1SaleComp8AdjSentence3,Sales Grid,$BN$396,'Sales Grid'!$BN$396
N1SaleComp9AdjSentence1,Sales Grid,$BN$400,'Sales Grid'!$BN$400
N1SaleComp9AdjSentence2,Sales Grid,$BN$402,'Sales Grid'!$BN$402
N1SaleComp9AdjSentence3,Sales Grid,$BN$423,'Sales Grid'!$BN$423
N1SaleGridMapLegend,Sales Grid,$AV$157:$BA$169,'Sales Grid'!$AV$157:$BA$169
N1SaleGridSaleAdjValueRank,Sales Grid,$AQ$157:$AS$169,'Sales Grid'!$AQ$157:$AS$169
N1SaleHistoryAutoText,"Contracts, History",$G$32,"'Contracts, History'!$G$32"
N1SaleHistorySummary,"Contracts, History",$AB$94:$AG$113,"'Contracts, History'!$AB$94:$AG$113"
N1SalesApproachValue,Values,$G$20,Values!$G$20
N1SalesApproachValueText,Values,$L$52,Values!$L$52
N1SalesGrid,Sales Grid,$F$21:$J$98,'Sales Grid'!$F$21:$J$98
N1SalesGridAdj1,Sales Grid,$F$46,'Sales Grid'!$F$46
N1SalesGridAdj10,Sales Grid,$F$82,'Sales Grid'!$F$82
N1SalesGridAdj11,Sales Grid,$F$86,'Sales Grid'!$F$86
N1SalesGridAdj12,Sales Grid,$F$90,'Sales Grid'!$F$90
N1SalesGridAdj2,Sales Grid,$F$50,'Sales Grid'!$F$50
N1SalesGridAdj3,Sales Grid,$F$54,'Sales Grid'!$F$54
N1SalesGridAdj4,Sales Grid,$F$58,'Sales Grid'!$F$58
N1SalesGridAdj5,Sales Grid,$F$62,'Sales Grid'!$F$62
N1SalesGridAdj6,Sales Grid,$F$66,'Sales Grid'!$F$66
N1SalesGridAdj7,Sales Grid,$F$70,'Sales Grid'!$F$70
N1SalesGridAdj8,Sales Grid,$F$74,'Sales Grid'!$F$74
N1SalesGridAdj9,Sales Grid,$F$78,'Sales Grid'!$F$78
N1SalesGridAnalysisDate,Sales Grid,$G$26,'Sales Grid'!$G$26
N1SalesGridAverageValue,Sales Grid,$K$107,'Sales Grid'!$K$107
N1SalesGridHighValue,Sales Grid,$K$106,'Sales Grid'!$K$106
N1SalesGridIndicatedValue,Sales Grid,$K$111,'Sales Grid'!$K$111
N1SalesGridLowValue,Sales Grid,$K$105,'Sales Grid'!$K$105
N1SalesGridMedianValue,Sales Grid,$K$108,'Sales Grid'!$K$108
N1SalesGridRangesAndReconciledValue,Sales Grid,$F$103:$M$123,'Sales Grid'!$F$103:$M$123
N1SalesGridReconciledFinalValue,Sales Grid,$K$122,'Sales Grid'!$K$122
N1SalesGridReconciledFinalValueText,Sales Grid,$F$123,'Sales Grid'!$F$123
N1SalesGridReconciledValue,Sales Grid,$K$109,'Sales Grid'!$K$109
N1SalesGridSize,Sales Grid,$G$31,'Sales Grid'!$G$31
N1SalesGridUnadjustedAdjustedChart,Sales Grid,$F$128:$M$147,'Sales Grid'!$F$128:$M$147
N1SalesGridUnadjustedAverageValue,Sales Grid,$I$107,'Sales Grid'!$I$107
N1SalesGridUnadjustedHighValue,Sales Grid,$I$106,'Sales Grid'!$I$106
N1SalesGridUnadjustedLowValue,Sales Grid,$I$105,'Sales Grid'!$I$105
N1SalesGridUnadjustedMedianValue,Sales Grid,$I$108,'Sales Grid'!$I$108
N1SalesGridUnitOfComparison,Sales Grid,$M$109,'Sales Grid'!$M$109
N1SalesGridUnitOfComparisonProper,Sales Grid,$F$31,'Sales Grid'!$F$31
N1SalesPrimaryComp,Sales Grid,$AS$173,'Sales Grid'!$AS$173
N1SalesSecondaryComp,Sales Grid,$AS$174,'Sales Grid'!$AS$174
N1SalesTertiaryComp,Sales Grid,$AS$175,'Sales Grid'!$AS$175
N1SchoolDistrictSummary,Market Area,$E$99:$X$106,'Market Area'!$E$99:$X$106
N1ScopeCost,Scope,$H$72,Scope!$H$72
N1ScopeCostLogic,Scope,$H$74,Scope!$H$74
N1ScopeDevelopment,Scope,$H$92,Scope!$H$92
N1ScopeDevelopmentLogic,Scope,$H$94,Scope!$H$94
N1ScopeDisplayTable,Scope,$R$109:$S$119,Scope!$R$109:$S$119
N1ScopeIncome,Scope,$H$88,Scope!$H$88
N1ScopeIncomeLogic,Scope,$H$90,Scope!$H$90
N1ScopeInfoNotAvailable,Scope,$H$59,Scope!$H$59
N1ScopeInfoNotAvailable2,Scope,$H$61,Scope!$H$61
N1ScopeInfoNotAvailable3,Scope,$H$63,Scope!$H$63
N1ScopeInformationSources,Scope,$H$57,Scope!$H$57
N1ScopeInspection,Scope,$H$49,Scope!$H$49
N1ScopeIntendedUse,Scope,$H$15,Scope!$H$15
N1ScopeIntendedUsers,Scope,$H$17,Scope!$H$17
N1ScopeIntendedUsers_Automated,Scope,$H$19,Scope!$H$19
N1ScopeMarketAnalysis,Scope,$H$53,Scope!$H$53
N1ScopeMethodologyTable,Scope,$Y$148:$AA$151,Scope!$Y$148:$AA$151
N1ScopeOfHBU,Scope,$H$55,Scope!$H$55
N1ScopeOfWorkDisplayTable,Scope,$R$122:$S$141,Scope!$R$122:$S$141
N1ScopeProblemToBeSolved,Scope,$H$13,Scope!$H$13
N1ScopePropertyID,Scope,$H$47,Scope!$H$47
N1ScopeSales,Scope,$H$78,Scope!$H$78
N1ScopeSalesLogic,Scope,$H$80,Scope!$H$80
N1ScopeZoningAndLandUseControls,Scope,$H$51,Scope!$H$51
N1SecurityExpense,Expense Grid,$BS$739:$BY$761,'Expense Grid'!$BS$739:$BY$761
N1SewerExpense,Expense Grid,$BS$266:$BY$288,'Expense Grid'!$BS$266:$BY$288
N1Shape,Site,$AC$94,Site!$AC$94
N1SiteAgriculturalTable,Site,$BT$261:$CO$270,Site!$BT$261:$CO$270
N1SiteAreaCategorizationTable,Site,$DV$332:$DX$339,Site!$DV$332:$DX$339
N1SiteCharacteristicsTable,Site,$BT$199:$CO$225,Site!$BT$199:$CO$225
N1SiteHazardsTable,Site,$BT$227:$CN$244,Site!$BT$227:$CN$244
N1SiteSizeTable,Site,$BT$180:$CO$196,Site!$BT$180:$CO$196
N1SiteSummaryTable,Site,$BT$157:$CN$178,Site!$BT$157:$CN$178
N1SiteUtilitiesTable,Site,$BT$246:$CN$259,Site!$BT$246:$CN$259
N1Source_for_SF_Area,Improvements,$AB$44,Improvements!$AB$44
N1SpaceOrUnitTypeForComparison,Lease Grid,$H$123,'Lease Grid'!$H$123
N1SpendByIndustryChart,Market Area,$AP$502:$AX$526,'Market Area'!$AP$502:$AX$526
N1StabilizedVacancy,Rent Roll,$JS$1031,'Rent Roll'!$JS$1031
N1State,File Info,$I$118,'File Info'!$I$118
N1StateName,File Info,$I$120,'File Info'!$I$120
N1StrengthsOpportunitiesTable,Summary,$F$195:$H$205,Summary!$F$195:$H$205
N1SubjectCommercialLeaseSummary,Summary,$AM$360:$CE$476,Summary!$AM$360:$CE$476
N1SubjectLodgingAndHospitalitySummary,Summary,$DV$645:$DX$651,Summary!$DV$645:$DX$651
N1SubjectPredominantLeaseDefinition,Rent Roll,$V$245,'Rent Roll'!$V$245
N1SubjectPredominantLeaseType,Rent Roll,$X$157,'Rent Roll'!$X$157
N1SubjectSeniorHousingSummary,Summary,$DK$624:$DP$638,Summary!$DK$624:$DP$638
N1SubjectSummaryTable,Summary,$F$12:$H$51,Summary!$F$12:$H$51
N1SubjectUnitLeaseSummary,Summary,$CM$488:$DD$618,Summary!$CM$488:$DD$618
N1SubMarket,File Info,$I$134,'File Info'!$I$134
N1SubmarketAnalyticsTrends,Submarket Analytics,$AI$25:$BB$179,'Submarket Analytics'!$AI$25:$BB$179
N1SubmarketClassAnalyticsTrends,Submarket Analytics,$AI$220:$BB$513,'Submarket Analytics'!$AI$220:$BB$513
N1SubmarketClassSupplyAndDemandChart,Submarket Analytics,$AI$535:$BB$551,'Submarket Analytics'!$AI$535:$BB$551
N1SubmarketClassVacancyVsEffectiveRentChart,Submarket Analytics,$AI$516:$BB$532,'Submarket Analytics'!$AI$516:$BB$532
N1SubmarketSupplyAndDemandChart,Submarket Analytics,$AI$201:$BB$217,'Submarket Analytics'!$AI$201:$BB$217
N1SubmarketVacancyVsEffectiveRentChart,Submarket Analytics,$AI$182:$BB$198,'Submarket Analytics'!$AI$182:$BB$198
N1TaxExpense,Expense Grid,$BS$84:$BY$106,'Expense Grid'!$BS$84:$BY$106
N1TaxHistoryChart,Assessment,$DH$185:$DS$201,Assessment!$DH$185:$DS$201
N1TaxHistoryTable,Assessment,$DH$176:$DS$182,Assessment!$DH$176:$DS$182
N1TaxSummaryTable,Assessment,$AM$66:$AN$77,Assessment!$AM$66:$AN$77
N1TenancySummaryTable,Summary,$F$54:$H$67,Summary!$F$54:$H$67
N1TenantImprovementsExpense,Expense Grid,$BS$869:$BY$891,'Expense Grid'!$BS$869:$BY$891
N1TimeAdjustment,Sales Grid,$H$41,'Sales Grid'!$H$41
N1TimeAdjustment2,Sales Grid,$H$43,'Sales Grid'!$H$43
N1Topography,Site,$AC$92,Site!$AC$92
N1TotalConsumerSpendingChart,Market Area,$AP$475:$AX$499,'Market Area'!$AP$475:$AX$499
N1TotalEmployeesChart,Market Area,$AP$429:$AX$453,'Market Area'!$AP$429:$AX$453
N1TotalHouseholdsChart,Market Area,$AP$337:$AX$361,'Market Area'!$AP$337:$AX$361
N1TotalInsurableValue,Values,$G$64,Values!$G$64
N1TotalUtilitiesExpense,Expense Grid,$BS$372:$BY$394,'Expense Grid'!$BS$372:$BY$394
N1TrashExpense,Expense Grid,$BS$345:$BY$367,'Expense Grid'!$BS$345:$BY$367
N1TypeOfValue,"Dates, Premises",$I$25,"'Dates, Premises'!$I$25"
N1UnitFeaturesProjectAmenitiesTable,Improvements,$EG$506:$EK$733,Improvements!$EG$506:$EK$733
N1UnitLeaseExpirationsChart,Rent Roll,$GO$696:$GS$711,'Rent Roll'!$GO$696:$GS$711
N1UnitLeaseRentRoll,Rent Roll,$M$276:$AD$307,'Rent Roll'!$M$276:$AD$307
N1UnitsComparableRentSummaryTable,Lease Grid,$DL$669:$DW$681,'Lease Grid'!$DL$669:$DW$681
N1UnitsComparableRentSummaryTableType1,Lease Grid,$DL$686:$DW$699,'Lease Grid'!$DL$686:$DW$699
N1UnitsComparableRentSummaryTableType10,Lease Grid,$DL$866:$DW$879,'Lease Grid'!$DL$866:$DW$879
N1UnitsComparableRentSummaryTableType11,Lease Grid,$DL$886:$DW$899,'Lease Grid'!$DL$886:$DW$899
N1UnitsComparableRentSummaryTableType12,Lease Grid,$DL$906:$DW$919,'Lease Grid'!$DL$906:$DW$919
N1UnitsComparableRentSummaryTableType13,Lease Grid,$DL$926:$DW$939,'Lease Grid'!$DL$926:$DW$939
N1UnitsComparableRentSummaryTableType14,Lease Grid,$DL$946:$DW$959,'Lease Grid'!$DL$946:$DW$959
N1UnitsComparableRentSummaryTableType15,Lease Grid,$DL$965:$DW$978,'Lease Grid'!$DL$965:$DW$978
N1UnitsComparableRentSummaryTableType2,Lease Grid,$DL$706:$DW$719,'Lease Grid'!$DL$706:$DW$719
N1UnitsComparableRentSummaryTableType3,Lease Grid,$DL$726:$DW$739,'Lease Grid'!$DL$726:$DW$739
N1UnitsComparableRentSummaryTableType4,Lease Grid,$DL$746:$DW$759,'Lease Grid'!$DL$746:$DW$759
N1UnitsComparableRentSummaryTableType5,Lease Grid,$DL$766:$DW$779,'Lease Grid'!$DL$766:$DW$779
N1UnitsComparableRentSummaryTableType6,Lease Grid,$DL$786:$DW$799,'Lease Grid'!$DL$786:$DW$799
N1UnitsComparableRentSummaryTableType7,Lease Grid,$DL$806:$DW$819,'Lease Grid'!$DL$806:$DW$819
N1UnitsComparableRentSummaryTableType8,Lease Grid,$DL$826:$DW$839,'Lease Grid'!$DL$826:$DW$839
N1UnitsComparableRentSummaryTableType9,Lease Grid,$DL$846:$DW$859,'Lease Grid'!$DL$846:$DW$859
N1Vacancy,Capitalization and Multipliers,$K$67,'Capitalization and Multipliers'!$K$67
N1VacancyAmount,Capitalization and Multipliers,$J$67,'Capitalization and Multipliers'!$J$67
N1VacancyRate,Capitalization and Multipliers,$K$67,'Capitalization and Multipliers'!$K$67
N1VacancyStatusChart,Rent Roll,$EH$431:$ER$453,'Rent Roll'!$EH$431:$ER$453
N1ValuationPremiseTable,Valuation,$E$12:$K$68,Valuation!$E$12:$K$68
N1ValueConclusionTable,Values,$AM$120:$AQ$131,Values!$AM$120:$AQ$131
N1ValueSummaryTable,Values,$V$97:$AF$112,Values!$V$97:$AF$112
N1VerticalBuildingSummaryTable,Improvements,$BI$294:$BT$431,Improvements!$BI$294:$BT$431
N1VerticalSiteSummaryTable,Site,$BT$157:$CO$270,Site!$BT$157:$CO$270
N1WaterExpense,Expense Grid,$BS$240:$BY$262,'Expense Grid'!$BS$240:$BY$262
N1WeaknessesThreatsTable,Summary,$F$211:$H$221,Summary!$F$211:$H$221
N1Zip,File Info,$I$122,'File Info'!$I$122
N1Zoning,Zoning,$Z$22,Zoning!$Z$22
N1ZoningAuthority,Zoning,$Z$20,Zoning!$Z$20
N1ZoningBuildingHeight,Zoning,$Z$39,Zoning!$Z$39
N1ZoningChangeDescription,Zoning,$Z$27,Zoning!$Z$27
N1ZoningChangeLikely,Zoning,$Z$28,Zoning!$Z$28
N1ZoningComments,Zoning,$Z$43,Zoning!$Z$43
N1ZoningDescription,Zoning,$Z$23,Zoning!$Z$23
N1ZoningLegallyConforming,Zoning,$Z$25,Zoning!$Z$25
N1ZoningPermittedUses,Zoning,$Z$33,Zoning!$Z$33
N1ZoningSetBackDistance,Zoning,$Z$36,Zoning!$Z$36
N1ZoningSideYardDistance,Zoning,$Z$37,Zoning!$Z$37
N1ZoningSummary,Zoning,$BH$51:$BR$75,Zoning!$BH$51:$BR$75
NavigateCapRates,Capitalization and Multipliers,$C$127,'Capitalization and Multipliers'!$C$127
NavigateCharts,Capitalization and Multipliers,$C$226,'Capitalization and Multipliers'!$C$226
